id,price,log_price,price_per_person,room_type,property_type,accommodates,bedrooms,beds,bathrooms,n_reviews,review_scores_rating,host_is_superhost,availability_365,minimum_nights,period,municipality,cod_istat,dist_ski,dist_lake,dist_park,dist_station,dist_bus,dist_center,dist_supermarket,dist_restaurant,dist_bar,dist_pharmacy,dist_castle,dist_museum,lat,long
13262545,135.0,4.90527477843843,33.75,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,12,5.0,0.0,291,4,december,Ledro,22229,14491.100233685858,8828.156696616315,1338.44836846435,9342.182978990393,117.28182386573525,1149.4202358814362,82.0242210651836,128.16032675752882,57.20247986555083,1426.6470796090937,7073.836579269255,107.87086552943207,45.89531,10.71663
13273916,62.0,4.127134385045092,10.333333333333334,Entire home/apt,Entire rental unit,6,1.0,6.0,1.0,2,4.5,0.0,92,7,december,Comano Terme,22228,11013.080818562259,6644.7291610211005,15.629467682125963,17225.685064175585,239.21699270629827,1319.5602510111503,233.43594798618338,78.95047667618039,402.9453995935883,308.56036923433584,2309.937242482122,2342.5337148717517,46.0372,10.87543
14083933,200.0,5.298317366548036,100.0,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,1,4.0,0.0,364,4,december,Castello-Molina di Fiemme,22047,1840.0020793579201,17488.77511519269,144.0402922217398,25536.991591450846,318.55841897879947,6378.803477926252,517.9297936161304,618.9421559923202,460.0497737682901,394.82598938632884,18138.1053239528,1674.2533483935067,46.28298,11.44107
14111726,120.0,4.787491742782046,30.0,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,25,4.76,0.0,87,6,december,Primiero San Martino di Castrozza,22245,368.79163318996774,18377.6414700795,8923.788571564115,30777.230741991116,225.7420703114733,2581.3772136266716,591.0354445667273,455.8650755117594,388.6130441769147,462.65980499969385,8871.54951796907,9702.117838741993,46.26131,11.80774
14134665,80.0,4.382026634673881,26.666666666666668,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,30,4.63,0.0,88,2,december,Comano Terme,22228,11256.995264230127,6043.2954502636585,1046.3298748139273,16235.18531436132,152.16617357305336,2302.996575360919,366.02692711097944,79.28278789390373,999.6834917096793,994.590952364818,1834.0050155051592,3319.4922084268587,46.02765,10.8789
14152601,150.0,5.0106352940962555,30.0,Entire home/apt,Entire rental unit,5,2.0,8.0,1.0,17,5.0,0.0,266,2,december,Spormaggiore,22180,5013.689151899772,8403.361466465973,110.1815937497639,3562.455800373101,247.62133490574465,3653.9173835325123,2272.994102973381,68.86668618614915,1950.5141710991832,313.88059683747997,1712.4796961232967,87.05411435082718,46.22034,11.04835
14177248,100.0,4.605170185988092,25.0,Entire home/apt,Entire condo,4,2.0,3.0,2.0,3,5.0,0.0,30,5,december,Riva del Garda,22153,12363.17910000157,1319.3136569592962,988.4006022311039,1810.4311578227605,319.43978808758567,2950.4998803721196,885.621249895243,254.83812469010226,856.0224915419832,370.5007576820772,1461.580707027135,1489.404684786733,45.89076,10.85922
14180605,164.0,5.099866427824199,82.0,Entire home/apt,Entire loft,2,1.0,1.0,1.0,270,4.85,1.0,231,2,december,Peio,22136,817.6049148189652,23841.5766612632,1553.2698051542927,11367.740797962842,274.80256103438353,1755.3722297264635,1117.610904705061,84.40726848561215,1020.390757321302,2107.817059428194,7828.690871619183,38.64474810478291,46.36278,10.67206
14194262,199.0,5.293304824724492,99.5,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,152,4.93,1.0,65,2,december,Tesero,22196,3211.563923914627,16152.773615123382,1426.1852966230178,27803.47187593448,561.096792824866,1970.8421502689657,1388.3227552441083,629.0151021007481,1346.3143326483168,3443.152687226467,23290.284868263578,1803.1270413213247,46.3012,11.50414
14200898,85.0,4.442651256490317,21.25,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,29,4.79,0.0,87,3,december,Dro,22079,13099.433478266863,4027.9975278834536,3290.37863674401,10269.800969026368,356.50902647798847,3477.9269543926443,135.3602295865781,98.04721936759012,171.79167138093126,158.27737131480518,2175.951522812795,1204.2802834768008,45.95933,10.91492
14208746,399.0,5.988961416889864,44.333333333333336,Entire home/apt,Entire chalet,9,4.0,5.0,2.0,70,4.97,1.0,185,4,december,Stenico,22182,11017.99832004412,6585.54687605625,479.36204169489014,18262.91130837492,146.35109835164187,6163.898773790812,1183.9551782361866,329.1761071652578,679.4848403814672,1280.671202619129,1696.9112899968702,1666.0091735068136,46.04686,10.87383
14311461,200.0,5.298317366548036,40.0,Entire home/apt,Entire rental unit,5,2.0,5.0,1.0,24,4.67,0.0,321,5,december,Nago-Torbole,22124,10228.230196518753,543.7757779920129,471.05281322791313,3126.34374606165,329.6173652674732,2656.7638269035806,348.68129049570234,168.72127746211066,393.6581627983968,432.42765769067057,804.9424595756053,2826.0924017100892,45.87454,10.87573
14312979,203.0,5.313205979041787,67.66666666666667,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,11,4.64,1.0,49,1,december,Molveno,22120,282.3722580771161,250.11726437634076,5961.311980271425,10194.494040616788,72.53890282115084,2155.068416778558,168.72391876081375,58.189029995159544,79.63624022103821,85.55162020534043,7745.980505365949,7998.890929231238,46.14209,10.96456
13289461,174.0,5.159055299214529,43.5,Entire home/apt,Entire condo,4,2.0,3.0,1.0,8,4.88,0.0,29,5,december,Primiero San Martino di Castrozza,22245,5687.953595886522,17313.97960678936,746.3022705407915,24992.012103772577,199.66021194252446,5886.500738823803,1154.078832076255,986.5674728410056,293.1633103822005,1511.8661100842055,1372.0686793096006,1596.1311216172048,46.18924,11.82978
13306078,100.0,4.605170185988092,25.0,Entire home/apt,Entire cabin,4,1.0,3.0,1.0,158,4.97,1.0,147,2,december,Telve,22188,7688.156847015039,11618.850895453612,2430.183783409739,5104.015258009816,2374.3000372891365,5531.899807394429,2410.493708583399,1054.2854066606485,2442.989275309701,3203.85646646553,4918.545766755894,2911.5944126773056,46.09597,11.49989
13323052,54.0,3.9889840465642745,13.5,Entire home/apt,Entire rental unit,4,1.0,4.0,1.0,65,4.82,1.0,288,4,december,Arco,22006,14355.156666301313,4142.280351331645,443.65343125844447,4457.481093929009,203.25221331317374,2833.441920511558,155.99186603394412,163.21593522572297,113.9590387411981,504.1383487576083,1152.3998670559106,4203.702669789223,45.91337,10.87727
13323355,167.0,5.117993812416755,33.4,Entire home/apt,Entire rental unit,5,3.0,4.0,1.0,19,4.68,1.0,173,4,december,Ossana,22131,5485.426630538895,16687.590757385864,1582.9859906052832,5088.246470772009,481.4904669339155,3182.1252903919494,867.5673959968206,438.33979534869036,462.4263509680676,1796.8212762003086,480.7361767305366,3054.236154601205,46.30314,10.73713
13324150,173.0,5.153291594497779,86.5,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,8,4.13,1.0,288,1,december,Riva del Garda,22153,11262.978417611434,138.19453161134487,652.3267449559315,1565.5429152547754,101.64871982748596,2967.091740495437,501.88708419321074,40.50964995765115,55.22092463483179,427.2275933897279,1227.5032913285424,1271.726285893908,45.87924957275391,10.856785774230955
13356274,70.0,4.248495242049359,17.5,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,17,4.94,0.0,83,5,december,Altopiano della Vigolana,22236,3867.876453407495,2399.485125293381,285.74855626588527,2691.059215517611,299.6327513820354,3038.496867527336,251.9172049015893,254.98992152227987,281.16536849806505,2246.4634651350652,2138.277487861848,2241.379096694796,45.98153,11.2388
13382056,146.0,4.983606621708336,14.6,Entire home/apt,Entire rental unit,10,3.0,10.0,2.0,10,4.8,1.0,72,4,december,Molveno,22120,94.63830891082966,437.558521708213,5628.220287369503,10073.586317705482,59.08182851302278,1988.937255405454,271.58231790664473,130.7993765849951,266.60360074207625,274.0857733010551,7879.8696927617575,8293.602568750359,46.14518,10.9659
13393230,100.0,4.605170185988092,50.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,12,4.75,0.0,228,4,december,Ledro,22229,14535.600135735593,8883.393001503748,1351.7380360802576,9376.371873231255,89.11613800649506,1116.5466029619251,62.501152428291945,171.3050612202068,114.05503571661195,1439.730952912276,7066.9694539328775,164.90160128165934,45.89494,10.71612
14315038,165.0,5.10594547390058,33.0,Entire home/apt,Entire home,5,2.0,4.0,2.0,7,5.0,0.0,312,3,december,Tenno,22191,13335.038704706798,1356.4552607619125,2255.4537313728206,4754.540125741332,133.06000104619338,1943.4752116211691,822.2532580671041,197.193156100072,1703.4047098249248,1003.787601319458,1152.4378865013362,537.8064236480565,45.92738,10.83287
14350403,190.0,5.247024072160486,38.0,Entire home/apt,Entire condo,5,1.0,4.0,1.0,53,4.81,0.0,82,3,december,Vermiglio,22213,263.4687950156406,27536.002722629833,6684.445716066936,17580.36527017598,19.740006250160313,4711.491008696354,70.71834352236526,6.696574825495915,63.772871916051265,155.39368528896318,12656.397896591658,2411.785487688369,46.26018,10.58666
14377209,110.0,4.700480365792417,27.5,Private room,Private room in rental unit,4,1.0,3.0,1.0,5,5.0,0.0,359,2,december,Sant'Orsola Terme,22168,4469.708658369073,4530.19107737304,785.4040477039136,8494.355484108673,166.19952862924276,1118.198026792508,1132.790589941446,836.7470108450605,2331.607947498703,1149.1830296826997,5635.005116173251,2023.6603550782404,46.11627,11.31082
14380644,144.0,4.969813299576001,28.8,Entire home/apt,Entire home,5,2.0,3.0,1.0,14,4.93,0.0,357,6,december,Sella Giudicarie,22246,8176.932946378923,7478.16564030806,6997.507410232366,23998.79366503287,6787.434076975396,3553.1713564409165,6789.542037891111,2580.648361410585,6949.165340480176,6879.982005159322,10201.802763690488,10689.363475450878,46.04458,10.62795
14392005,130.0,4.867534450455582,65.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,17,4.88,0.0,294,3,december,Primiero San Martino di Castrozza,22245,6050.871771289101,17139.03950885734,178.68178821389176,23907.84720480923,214.25520574528474,7239.702308655982,71.17959240676855,75.17357674973334,143.30401707448704,179.4659945810328,249.8994759647516,272.9217171253999,46.17704,11.82877
14441094,300.0,5.703782474656201,42.857142857142854,Entire home/apt,Entire rental unit,7,2.0,7.0,1.0,31,4.9,0.0,330,2,december,Fai della Paganella,22081,1397.7133008091985,5495.750300685729,562.7714187138374,3819.5168154122684,258.00092785798097,776.882323688049,220.025484671634,288.05666540176856,226.7833098943977,419.35559392346494,178.69770478263115,4499.110335175552,46.1815,11.06838
14441105,300.0,5.703782474656201,60.0,Entire home/apt,Entire rental unit,5,2.0,5.0,1.0,40,4.68,0.0,305,2,december,Fai della Paganella,22081,1446.783872236297,5547.407687695547,612.1099534501044,3813.7428480568437,245.58825326144455,830.1028818361543,230.06334905392796,294.34727193935294,245.93816235372876,463.83985032671546,194.5483530826971,4461.478583513752,46.18195,11.06874
14457756,141.0,4.948759890378168,47.0,Entire home/apt,Entire rental unit,3,1.0,3.0,1.0,16,4.75,0.0,51,4,december,Andalo,22005,126.81474649307779,3605.8172756727668,2549.8715720549385,7197.109261847464,247.44340732326054,847.0820895040882,306.3815679034631,220.45809561454908,120.89463937439595,331.3460313496174,5408.695977767371,7252.443327240184,46.16189,11.00515
13412868,171.0,5.14166355650266,28.5,Entire home/apt,Entire rental unit,6,1.0,6.0,1.0,15,4.93,0.0,77,6,december,Primiero San Martino di Castrozza,22245,259.711677493919,18323.721042940866,9481.90197336551,31040.76527546876,74.97249159855866,3203.5374987901446,459.62243991404574,183.63618070560312,355.3356534694796,411.2805093474743,9483.14602286169,10249.482143825762,46.26572,11.80275
13427266,80.0,4.382026634673881,16.0,Entire home/apt,Entire rental unit,5,3.0,4.0,2.0,8,4.88,0.0,80,5,december,Contà,22242,3954.704519412735,7619.552437758802,1900.6674954210637,3492.989152598746,219.22533237130705,1890.3108167119624,1445.713389071659,1394.0537983424658,1224.4922431014081,2154.926863581191,1453.5375862297517,1812.7234991201847,46.31115,11.025268
13444978,140.0,4.941642422609304,35.0,Entire home/apt,Entire rental unit,4,2.0,4.0,1.0,3,4.67,0.0,134,5,december,Moena,22118,2746.2992622468864,23215.935558268706,418.74282012453546,38092.42572683443,179.59981033772848,4203.012460965911,420.6752926760475,255.11559409270365,383.75131120305633,360.5998233363231,26245.54106110057,681.5908454852785,46.37944,11.65608
13453885,159.0,5.0689042022202315,15.9,Entire home/apt,Entire rental unit,10,3.0,10.0,2.0,7,4.86,1.0,72,4,december,Molveno,22120,26.905722767698563,419.84026118462003,5699.210824791476,10126.37385576775,39.07196832616573,1983.1460334522571,238.56016106854497,67.66292215871131,206.79048115304,212.53925275053993,7887.214263331964,8261.217672988736,46.14473,10.96524
13454613,97.0,4.574710978503383,24.25,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,6,4.83,1.0,82,4,december,Molveno,22120,201.694300583757,388.6748358352354,5562.410507946284,9953.577728495178,88.93421506064945,2090.363787181216,265.5754870055029,199.79247768210837,287.6716804295561,294.37630756284136,7779.8812203684265,8246.918065421913,46.14507,10.96746
13462317,129.0,4.859812404361672,32.25,Entire home/apt,Entire rental unit,4,1.0,4.0,1.0,20,4.85,0.0,343,6,december,Riva del Garda,22153,12474.90617582993,512.0505253879221,384.04224650901386,865.4799405670313,128.35058530344045,2031.841809015317,231.54061619822852,137.42984147295596,122.59201900834988,230.50788182642984,550.5123218735247,574.6601888832822,45.88821,10.84742
13477685,180.0,5.19295685089021,30.0,Entire home/apt,Entire condo,6,3.0,3.0,2.0,67,4.93,1.0,137,4,december,Riva del Garda,22153,12577.16817876047,176.8397989810908,355.1429709625427,253.60125608556817,283.1178511029618,1429.1824199303887,214.93830110072977,37.46479739927642,94.4480240206485,177.57260955943784,277.3940616111359,234.60698316558066,45.8862533569336,10.83922004699707
13500727,180.0,5.19295685089021,36.0,Entire home/apt,Entire home,5,1.0,4.0,1.0,6,4.5,0.0,228,2,december,Bocenago,22018,5036.100094622942,14118.742469974748,531.0010169224862,21925.136177645643,464.66059871710445,998.7964762415918,141.88479165855543,213.81620793913723,34.191597645089395,2622.2394380561736,10377.132020742787,2385.6257020448534,46.11843,10.75916
13522529,343.0,5.8377304471659395,57.166666666666664,Entire home/apt,Entire condo,6,3.0,4.0,1.0,197,4.87,1.0,64,1,december,Predazzo,22147,1121.3334198033147,16097.942620084372,414.7072083196741,30369.505558568053,121.50062295693425,3635.598325382762,481.7426179077019,309.84461433747884,193.90240559248937,888.0690276014399,24006.61898701817,843.2813098868039,46.31834,11.5967
14477253,275.0,5.616771097666572,55.0,Entire home/apt,Entire rental unit,5,1.0,3.0,1.0,5,4.6,1.0,45,1,december,Molveno,22120,462.8860382051236,66.81307297819188,6142.162449867111,10282.847756767704,29.748152899763262,2239.185316867255,334.31146611244435,9.591672523026924,196.2090277242426,269.76995863595,7704.76428589349,7863.116416219611,46.14056,10.96358
14541532,70.0,4.248495242049359,14.0,Entire home/apt,Entire rental unit,5,3.0,3.0,2.0,16,4.94,0.0,74,3,december,Tesero,22196,3192.69266191699,14734.884868857189,93.11450837061896,26513.23610990922,127.20531475410083,655.7729462217438,46.760664142373095,251.48804272704126,77.8099393161785,3859.2301350201355,23150.850668661064,3178.009156588761,46.28969,11.51213
14601445,60.0,4.0943445622221,30.0,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,18,4.78,1.0,134,5,december,Arco,22006,10456.413868502632,187.05291923257423,678.6529881873637,2672.1590817673386,134.12022627579148,6615.751635858691,116.25425703909477,80.39498224881135,247.43958101278378,723.7467594220441,1266.3018455244555,2378.1691241517747,45.87524,10.86985
14603695,216.0,5.375278407684165,108.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,4,4.5,1.0,1,1,december,Molveno,22120,517.72492962319,69.71364914831577,6138.344786986619,10193.997291293135,86.99696081181587,2349.896202257725,339.16042932956805,99.33182400464653,279.37253346759417,309.4274035621254,7588.693561155106,7768.681381233687,46.13996,10.96481
14603927,300.0,5.703782474656201,50.0,Entire home/apt,Entire rental unit,6,2.0,4.0,1.0,12,4.67,1.0,43,1,december,Molveno,22120,505.1016177118342,24.380866399645246,6178.535857414544,10291.08159833083,29.63539010594221,2270.3172988320575,368.3895670980796,44.875897792953815,218.5261301198881,311.29667514785933,7683.701920688035,7824.914524401425,46.14018,10.96352
14651781,206.0,5.327876168789581,51.5,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,21,4.9,0.0,289,7,december,Ledro,22229,15945.806395495434,6509.088083680478,40.5072186506979,6444.693206571611,239.53765976322444,2650.9630148978626,18.072005653793525,258.37214803656065,1461.3114698369948,1754.6011547040218,6428.8615940679365,1322.4894218251904,45.88238,10.75307
13528278,96.0,4.564348191467836,24.0,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,26,4.81,0.0,335,5,december,Pinzolo,22143,75.15004918949002,10246.602831632235,822.1272981267069,10604.847131465513,80.3094063488153,2106.437676265883,1261.900136278057,639.7354882344864,526.9632965616971,1438.2629116083835,11830.059792032112,1070.9265093369524,46.21923,10.82267
13552661,129.0,4.859812404361672,64.5,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,43,4.7,0.0,247,5,december,Primiero San Martino di Castrozza,22245,156.6292413271716,17788.248590671577,9175.317242445943,30510.938416188386,17.274313752476274,3129.588861555663,132.04878775119158,132.27195057726271,141.33378326630177,300.9113335119762,9305.36236543616,9924.852626992411,46.26205,11.79794
13557227,95.0,4.553876891600541,31.666666666666668,Private room,Private room in guest suite,3,1.0,2.0,1.0,34,4.74,0.0,61,1,december,Rovereto,22161,6704.757720805484,13218.51455643198,315.2439588045895,862.856531846502,227.61246562694927,2634.5180644797533,212.91335690865242,13.560812183944273,2.6318782272875407,24.70869836692224,256.77942113436876,181.1245718799741,45.88858,11.04455
13566145,186.0,5.225746673713202,26.571428571428573,Entire home/apt,Entire rental unit,7,3.0,5.0,1.0,23,4.91,0.0,225,3,december,Levico Terme,22104,4589.612681151979,675.4845649087422,373.96888725771737,892.5735721001636,286.4737128789474,3101.0047873332514,269.41488799112244,123.49908606998733,292.06389542240777,432.91980263801486,3287.0553401954517,886.5598359251945,46.01008,11.29508
13585998,884.0,6.784457062637643,221.0,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,25,4.68,0.0,159,2,december,Riva del Garda,22153,13853.076514164628,2430.520199369935,795.5587537438736,2687.4111158806027,352.97791760305165,3236.717220331517,594.2876601148886,256.73245045980724,414.2705782385102,1104.6236229514107,2261.6876870382707,2485.106472106047,45.90445,10.85675
14723358,220.0,5.393627546352362,36.666666666666664,Entire home/apt,Entire condo,6,2.0,4.0,1.0,5,4.8,0.0,44,2,december,Lavarone,22102,1239.3102041933394,736.8639058109344,538.7727671022187,6648.346214530846,570.7521999906477,1753.4358159922667,860.0327333626471,241.81981912525845,715.8575496343805,541.8859357969613,5733.366203005487,268.8485711767022,45.93762,11.26378
14736106,366.0,5.902633333401366,61.0,Entire home/apt,Entire rental unit,6,2.0,4.0,2.0,37,4.97,0.0,37,2,december,Pinzolo,22143,459.27352190043024,9784.386802097795,154.5622821024188,9976.989639649693,75.94649328591335,2344.7243914660808,560.0148905870337,110.54850598019027,178.40286280269785,748.4652230690447,11404.155541750553,366.80052512656687,46.2253,10.8255
14742262,163.0,5.093750200806762,27.166666666666668,Private room,Private room in bed and breakfast,6,2.0,4.0,1.0,24,4.83,1.0,89,1,december,Trento,22205,591.6188101894331,5948.465062892714,312.51800794731383,750.6250112090995,116.58354479736752,895.2408569429005,380.1312527704761,52.06692945662303,49.28591437471232,205.83435842331954,187.8093093251287,235.70376022897213,46.06555,11.12063
14754566,230.0,5.438079308923196,57.5,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,50,4.78,1.0,205,6,december,Mazzin,22113,1958.8864201758738,33384.083645047336,342.07029944642653,48433.652175879695,152.81978912472135,608.3165704042352,1230.7829548432364,1289.1898959973878,478.90251787891333,2541.4840139272897,32464.609567648098,2570.8157949115107,46.4642,11.7144
14880687,79.0,4.3694478524670215,19.75,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,26,4.96,0.0,356,1,december,Dro,22079,7464.978276849162,972.0143302185363,166.65130961469677,14521.727459842792,393.7307397297794,3486.8897274400747,2877.5692370312595,769.6860629190927,776.6141602979092,377.531845969249,3848.5690279024857,5952.135100333631,46.01696,10.94681
14890362,60.0,4.0943445622221,20.0,Entire home/apt,Entire rental unit,3,1.0,3.0,1.0,41,4.85,0.0,92,7,december,Calceranica al Lago,22032,6154.432185542302,111.29521127547967,345.3614463241395,493.13943572076926,211.57774907922231,673.039784678491,256.3630628448135,200.55825962279906,200.95145930268873,435.15991561325103,2205.068855870295,280.41466332978115,46.00476,11.24598
14906817,180.0,5.19295685089021,36.0,Entire home/apt,Entire chalet,5,3.0,4.0,1.5,34,4.94,0.0,314,5,december,Primiero San Martino di Castrozza,22245,6051.2376493803995,17576.04641428773,586.4564727418285,23437.80427924122,511.80726902207715,8301.57425713087,858.4027683859832,959.3696144265184,636.4465805511678,952.7867553219426,1032.5477999860025,988.8968722437286,46.16767,11.83446
14913518,158.0,5.062595033026967,31.6,Entire home/apt,Entire rental unit,5,2.0,6.0,1.0,26,4.85,0.0,65,5,december,Pinzolo,22143,601.3825423370063,8140.836865610161,1952.0686026637522,8074.6091167501745,305.24162909416833,4326.678538329302,171.0252739020864,309.0288056204412,309.3024705885547,1878.8707641869269,10454.066579601102,467.9178590804457,46.24581,10.8395
13629533,100.0,4.605170185988092,16.666666666666668,Private room,Private room in bed and breakfast,6,2.0,5.0,2.0,21,4.81,0.0,179,2,december,Pergine Valsugana,22139,7384.705441655608,425.22191177011587,1545.40152279273,1464.5840581270793,112.0500140771857,3472.134627428025,313.38732110875935,331.0531557226733,1766.4409483835434,1676.2074027358644,2707.31935339798,2981.009220595063,46.0279,11.2256
13636319,130.0,4.867534450455582,65.0,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,39,5.0,0.0,98,1,december,Predaia,22230,5099.167169888073,14355.167860178039,175.257133963757,2602.7108221183166,518.3813956784646,3759.611409345524,539.9005564558058,1560.38225648212,479.9771521263787,550.6922234191618,2592.6231064385697,497.86294360245665,46.35350036621094,11.087876319885254
13662889,248.0,5.5134287461649825,62.0,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,18,4.67,0.0,178,1,december,Trento,22205,519.8441130108517,5830.836549173351,82.52835714877912,340.0337024605078,63.87709843299132,1313.0182134766844,44.23867499703161,83.13164673668385,30.329692548833165,62.915809038242756,278.9084577194985,281.6051143966587,46.07,11.12231
13667315,99.0,4.59511985013459,19.8,Entire home/apt,Entire rental unit,5,2.0,2.0,1.5,11,4.64,0.0,335,2,december,Arco,22006,14754.326448442036,4839.473571275336,155.1258854308412,5254.495322066614,205.42789411796326,2034.8917127091115,143.36064397205706,123.24945781214485,18.891327505624258,192.6809197201075,370.08434919405914,4703.747187289859,45.91812,10.88502
13680315,140.0,4.941642422609304,70.0,Entire home/apt,Entire bed and breakfast,2,1.0,1.0,1.5,78,4.96,1.0,149,3,december,San Giovanni di Fassa-Sèn Jan,22250,630.3441690063127,28061.28810170872,2872.8947875620133,43005.70596451664,185.46694166258803,1899.5806817420412,237.3847365634384,134.0103331870529,286.5649197432906,312.56253907032254,29159.476978781324,267.99348589802406,46.42073,11.67936
13684004,200.0,5.298317366548036,50.0,Entire home/apt,Entire condo,4,2.0,2.0,1.0,18,4.72,1.0,154,4,december,Riva del Garda,22153,12577.16817876047,176.8397989810908,355.1429709625427,253.60125608556817,283.1178511029618,1429.1824199303887,214.93830110072977,37.46479739927642,94.4480240206485,177.57260955943784,277.3940616111359,234.60698316558066,45.8862533569336,10.83922004699707
13805170,55.0,4.007333185232471,18.333333333333332,Entire home/apt,Entire condo,3,1.0,2.0,1.0,20,4.9,1.0,0,5,december,Nago-Torbole,22124,9762.946120872404,197.72329147647852,96.95739218350211,3389.1487667306274,148.7898962823142,2186.399141706241,103.12600446773591,48.00610772909414,91.86734571273833,42.10425325758877,828.3347703978396,3110.785293303401,45.87037658691406,10.876826286315918
13807727,70.0,4.248495242049359,14.0,Entire home/apt,Entire condo,5,2.0,3.0,1.0,34,4.76,1.0,0,5,december,Nago-Torbole,22124,9761.902566907762,194.12261531975778,101.47574342730782,3386.605075999149,145.0428107628251,2184.5540907375844,103.33479508383057,44.62691684968239,87.03159298017721,42.114701573136685,833.1968949000852,3108.4957615374956,45.87035369873047,10.8767728805542
15003420,400.0,5.991464547107982,80.0,Entire home/apt,Entire rental unit,5,2.0,5.0,2.0,16,4.94,0.0,35,5,december,Pinzolo,22143,93.49095980481714,9539.997974545946,383.22162173485845,9102.02449112183,128.32106644888478,2611.30696201683,184.5362452085051,80.94741444803641,15.767767447804367,138.7577453962086,10681.518231125849,606.2515312962427,46.23325,10.82497
15052559,246.0,5.5053315359323625,49.2,Entire home/apt,Entire rental unit,5,1.0,5.0,1.0,13,4.92,0.0,144,2,december,Pinzolo,22143,95.42613734843971,10130.63308433172,711.409604823,9304.586255041908,601.5650057986579,2005.9318248394104,618.7428388107154,39.60022116013061,606.5430588355425,582.3355137210726,10593.377295689166,796.5650392409183,46.23059,10.81812
15062142,159.0,5.0689042022202315,39.75,Entire home/apt,Entire vacation home,4,1.0,2.0,1.0,40,4.9,0.0,68,7,december,Molveno,22120,45.073930403882024,532.4541482749275,5719.7066532613735,10229.17376022561,150.3945402807254,1864.2998298245052,344.80082434161665,161.70872808183756,277.57418881271724,278.15492401861803,8007.225776421447,8351.79885513415,46.14528,10.96388
15128547,120.0,4.787491742782046,30.0,Entire home/apt,Entire rental unit,4,2.0,4.0,1.0,18,4.72,0.0,255,7,december,Soraga di Fassa,22176,2433.4512014547995,25565.797080445107,504.4652476394901,40469.72555325921,393.6726476513202,6661.574978088421,464.18859829829523,432.0475864798576,378.2223967613436,2375.596925302831,27647.37139509069,2498.9438370367952,46.39964,11.66631
13818959,70.0,4.248495242049359,23.333333333333332,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,85,4.67,1.0,15,3,december,San Giovanni di Fassa-Sèn Jan,22250,487.31914257176174,29199.587606109748,3981.8394309475743,44179.99586083132,48.36436780124086,1374.221098211995,673.2847684409527,51.19496692193296,78.34942390006123,108.0272679866555,29750.29749082855,994.8127688538805,46.42988,11.68819
13862113,220.0,5.393627546352362,73.33333333333333,Private room,Private room in bed and breakfast,3,1.0,2.0,1.0,10,5.0,0.0,86,2,december,San Giovanni di Fassa-Sèn Jan,22250,1779.0513981410352,26381.7890762341,1581.2095252473146,41192.60075808718,471.3398328252096,3912.4870009214565,1584.0883730996686,1483.1779225136681,1326.4382455449534,1883.2641543569298,28776.668322530502,2357.455071361518,46.40807,11.65811
13880412,270.0,5.598421958998375,67.5,Entire home/apt,Entire rental unit,4,2.0,3.0,2.0,5,5.0,0.0,247,4,december,Carisolo,22042,555.2215359130233,15152.329558938276,1004.0019812241392,16769.647061637697,529.2023347338694,4756.43404469105,464.16066098855987,539.2423703323485,179.7463319158182,770.8174887693485,14619.87144140007,1030.5903787393843,46.16551,10.75912
13890434,103.0,4.634728988229636,25.75,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,4,4.0,0.0,362,1,december,Brentonico,22025,4086.2772965383997,7616.902916849684,45.06235115823046,4762.879745644885,100.260962464967,2107.808001603507,85.1085900776987,72.10914012370634,27.494582511037223,106.7529271925808,96.44059854022618,118.06750327176042,45.81729,10.95525
13907289,80.0,4.382026634673881,20.0,Entire home/apt,Entire rental unit,4,2.0,4.0,1.0,3,4.67,0.0,22,3,december,Ville di Fiemme,22254,2355.8217213547587,18619.07651916756,255.22251987929192,25741.688741009286,389.52110854273894,2681.504384948442,335.7281022486397,974.3551865640723,384.89506397703235,997.6055590675373,18731.099142402665,1674.3428881614639,46.29481,11.43749
