id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33386456,LUNALO' DOLOMITI eco design apartment,251513453,Davide,,Trentino,46.05817,10.79713,Entire home/apt,405,3,35,2024-09-06,0.59,1,352,5,IT022247C2HNYA4BZP
33413063,Aurora Flat city centre 2/4 persons,107926529,Fabiola,,Trentino,45.87109,10.87545,Entire home/apt,120,3,21,2024-07-24,0.51,2,212,2,IT022124A12TIFWUWM
33433953,CASA ALBERTA - 2 bedrooms apartment groundfloor,12352350,Alberto,,Trentino,45.88599,10.72992,Entire home/apt,300,3,6,2022-07-23,0.09,10,0,0,IT022229B49J88ESES
33461341,City heart - Two Bedrooms Apartment,140731377,1Dest,,Trentino,45.886131286621094,10.839889526367188,Entire home/apt,244,1,72,2024-10-13,1.04,61,259,9,IT022153B4DMY9MC4Y
33463447,Casa Damiano un angolo tranquillo nelle Giudicarie,233270428,Giuliano,,Trentino,46.02817,10.82979,Entire home/apt,48,3,21,2024-12-28,0.30,2,177,5,IT022017C2WQ5J2K32
33464947,Grazioso appartamento nel cuore della Val di Sole,251775895,Lucia,,Trentino,46.35389,10.65921,Entire home/apt,100,3,18,2023-08-22,0.27,1,173,0,IT022136C29JO2J4D3
33513793,CASA ALBERTA - 1 bedroom apartment groundfloor,12352350,Alberto,,Trentino,45.88594,10.73008,Entire home/apt,300,3,3,2024-04-28,0.10,10,0,1,IT022229B49J88ESES
33514168,CASA ALBERTA - 2 bedrooms apartment groundfloor,12352350,Alberto,,Trentino,45.88599,10.72993,Entire home/apt,300,3,1,2022-07-16,0.03,10,0,0,IT022229B49J88ESES
33522357,Vagliana Appartamento 022143-At-347199,155542473,Walter,,Trentino,46.24521,10.84489,Entire home/apt,,1,1,2022-08-20,0.03,61,0,0,IT022143C24DXV9WPG
33543892,Lavanda e Rosmarino home,47701711,Annalisa,,Trentino,46.173206,11.128161,Entire home/apt,236,1,80,2024-12-26,1.21,2,274,18,IT022103C249IGEYTR
33571212,Oliveview,138197252,Giulia,,Trentino,45.912109375,10.83987808227539,Entire home/apt,100,6,98,2024-08-04,1.47,1,133,16,IT022191C23OMIO8N3
33574843,Davanti ai Calodri,245152995,Mauro,,Trentino,45.92401,10.89494,Entire home/apt,65,3,92,2024-10-30,1.33,1,110,17,IT022006C2CFPE2JTQ
33578569,Appartamento Frapporta 3,223288504,Pasquale,,Trentino,45.91896,10.83413,Entire home/apt,,3,4,2024-08-10,0.10,2,0,1,022191-AT-357883
33586440,Piné casa con  giardino ideale per due famiglie,62513515,Alessandro,,Trentino,46.16704,11.30224,Entire home/apt,101,3,28,2024-12-26,0.42,1,177,8,IT022011C2HG8LQFZ9
33603943,Residence Trieste Appartamento SuitAble,253222609,Residence Trieste,,Trentino,45.88585,10.83798,Entire home/apt,172,7,46,2024-11-18,0.70,1,289,8,IT022153B4WVEPTS77
33625769,Tana dell'Orso (CIN iT022138C2XG7RADY6),253406244,Sonia,,Trentino,46.08908,10.72326,Entire home/apt,161,2,16,2024-08-08,0.24,1,28,3,IT022138C2XG7RADY6
33651869,Appartamento ottima posizione,32498144,Paolo,,Trentino,46.30486,10.86565,Entire home/apt,90,5,1,2021-07-27,0.02,1,42,0,It022233c294t3poul
33668329,stupendo appartamento.cin it022036c2z6yijdpd,196581009,Federico Alberto,,Trentino,46.47665,11.73997,Entire home/apt,180,4,22,2024-09-13,0.33,1,176,5,IT022036C2Z6YIJDPD
33678867,Chalet Tremalzo B  - Chalet with fireplace,12352350,Alberto,,Trentino,45.84139,10.68781,Entire home/apt,300,4,1,2024-07-27,0.19,10,0,1,IT022229B4P4OSR6CD
33679183,Casa Luisella,12352350,Alberto,,Trentino,45.88678,10.73,Entire home/apt,300,1,3,2022-06-05,0.06,10,0,0,IT022229B4P4OSR6CD
33712675,IL NIDO 022245-AT-324070,252981397,Elisa,,Trentino,46.1816,11.84029,Entire home/apt,115,7,26,2023-12-06,0.39,1,91,0,IT022245C2PRT7KY3S
33715332,Villa Maria  Appartamento Il nido 022009-AT-070454,192433241,Lidia,,Trentino,46.13329,11.24445,Entire home/apt,80,3,2,2024-08-30,0.45,1,44,2,IT022009C2Z3LFFXM5
33736204,Madonna di Campiglio app. Genziana - Villa Gioiosa,254302183,Francesco,,Trentino,46.21927,10.82459,Entire home/apt,,14,1,2019-09-13,0.02,6,0,0,IT022143C2EPJRMIEO
33737582,Residenza al Castello-Studio apartment for couples,9546806,Valeria,,Trentino,45.90664,10.73007,Entire home/apt,400,1,32,2024-09-29,1.05,29,156,20,IT022229B4S7RHOC9P
33739015,Residenza al Castello-2room apartment small family,9546806,Valeria,,Trentino,45.90703,10.72985,Entire home/apt,400,1,31,2024-10-08,0.95,29,183,19,IT022229B4S7RHOC9P
33759697,Residenza al Castello - 4-room family apartment,9546806,Valeria,,Trentino,45.9053,10.72917,Entire home/apt,400,1,60,2024-10-12,1.86,29,133,23,IT022229B4S7RHOC9P
33761383,camera Rosso Pila. in Agritur Verderame,33979373,Giorgia,,"Trento, Trentino",46.07539,11.16507,Private room,186,1,1,2019-08-16,0.02,2,107,0,
33765233,Appartamento in centro a Campitello di Fassa-,254534768,Donatella,,Trentino,46.4756,11.74078,Entire home/apt,243,7,28,2024-08-03,0.42,1,140,1,IT022036C2FASO8YKR
33799433,CASA FAIT DI SALTARIA,247213125,Jean-Carlo,,Trentino,45.89444,11.0668,Entire home/apt,100,6,10,2023-10-01,0.15,1,183,0,
33817219,Bright apartment in Val Rendena,208469524,Ivana,,Trentino,46.06278,10.71296,Entire home/apt,140,2,13,2024-02-28,0.21,2,82,3,IT022244C2UZGPAYYM
33841591,COMFORT e RELAX nel centro storico di Riva d/G (1),183461681,Caterina,,Trentino,45.8856,10.83953,Entire home/apt,125,4,2,2022-08-27,0.03,3,193,0,IT022153B4YQYDBZTU
33844797,"MOLVENO, grazioso trilocale con ampio balcone",255545110,Elisa,,Trentino,46.14373,10.96622,Entire home/apt,,3,12,2024-09-29,0.18,1,0,1,IT022120C2X55DYYNK
33846450,Molvenolago Apartments 2,98522896,Laura,,Trentino,46.14561,10.96856,Entire home/apt,90,3,10,2024-04-28,0.16,2,92,1,IT022120C2BN459LNQ
33849152,"Residence Sun Valley, Folgarida, vicino alle piste",255581325,Paolo,,Trentino,46.30451,10.86495,Entire home/apt,63,3,67,2024-09-30,1.02,1,59,15,IT022233B4RF9IXMPP
33874390,Sport and Relax Apartment Arco,255794758,Nazime,,Trentino,45.91919,10.88694,Entire home/apt,90,2,22,2023-09-07,0.32,6,304,0,IT022006B48CGEVZ8N
33875176,Sweet Home Arco,255794758,Nazime,,Trentino,45.9147,10.88109,Entire home/apt,90,2,8,2024-02-14,0.12,6,352,1,IT022006B4QPDQUYLA
33878796,ARCOLIVING3,104275814,Fausta,,Trentino,45.91945266723633,10.885391235351562,Entire home/apt,79,4,5,2022-08-29,0.07,1,23,0,CIPAT 022006-AT-321673
33896514,Appartamento Sunrise - Centro Storico N.1,218248764,Alberto,,Trentino,45.885258,10.839431,Entire home/apt,90,7,39,2024-09-24,0.57,2,293,5,IT022153C2Z3J78SHP
33917169,"In the heart of Riva ""Appartamento Terme Romane""",89823127,Nicoleta,,Trentino,45.88725,10.84166,Entire home/apt,,2,34,2024-03-30,0.50,1,1,1,IT022153C2G5V9DYH6
33918224,Cin:IT022228C2YIIK8Y7la Casa di Carmen,147246180,Laura,,Trentino,46.02874,10.88304,Entire home/apt,75,5,12,2024-09-17,0.20,1,179,3,IT022228C2YIIXK8Y7
33928014,LakeGarden Apartment,180631047,Remo,,Trentino,45.90039,10.85797,Entire home/apt,,2,13,2024-06-14,0.19,8,0,2,CIPAT 022153-AT-328657
33953831,Sant'Alessandro - Monolocale,20386234,AppartamentiCristina,,Trentino,45.89168,10.86014,Entire home/apt,115,3,18,2023-08-30,0.26,10,278,0,
33968281,Appartamento da Clara,256487659,Clara,,Trentino,46.13694,11.2487,Entire home/apt,49,2,17,2021-07-31,0.25,1,0,0,
33997029,Comfortable family appartamento in Dolomiti,64641681,Antonio,,Trentino,46.28884,11.46067,Entire home/apt,190,2,30,2024-12-27,0.46,2,190,6,
34003645,Arco Sport Suite 022006-AT-011173,43504471,Ezio,,Trentino,45.91781,10.89161,Entire home/apt,126,2,91,2024-10-20,1.43,2,87,11,IT022006B4R7FLKEFJ
34005803,Mirtill House,256767341,Daniela,,Trentino,46.16827,10.99746,Entire home/apt,180,4,4,2019-12-15,0.06,5,221,0,IT022005C2FK8SOKBZ
34012644,Apartment Al Vigneto,156318211,Graziella,,Trentino,45.95472,10.91037,Entire home/apt,120,3,13,2024-08-17,0.21,2,92,3,IT022079B4BDBYV33V
34078610,Casa sull'albero nelle Dolomiti,257335917,Nadia,,Trentino,46.42085,11.68333,Hotel room,375,1,63,2024-12-15,0.96,7,122,10,IT022250B5NM6F34QL
34114637,Appartamento in villa,151385597,Gianni,,Trentino,45.80892,11.00966,Entire home/apt,180,3,60,2024-08-17,0.87,4,179,12,IT022001C2LTY8TCJK
34119339,"Ello Suite - Climbing, Hiking and Biking House",199292640,Giuseppe,,Trentino,45.92005,10.87004,Entire home/apt,105,2,41,2024-07-03,0.59,1,330,8,IT022006B4DRU7QNWR
34141781,Breathtaking view of the Rovereto Castle,173623009,Rosaria,,Trentino,45.8848,11.0453,Private room,52,1,127,2024-12-13,1.84,1,52,42,IT022161C1XWHGL72T
34159839,"PRIVATE ROOMS ""LA POIANA""",43361322,Elena,,Trentino,45.91348927329033,10.81645242869854,Private room,50,3,87,2024-08-15,1.28,1,0,15,022153-AT-348316
34171839,La casa di Sabrina,71686832,Sabrina,,Trentino,45.92004,10.85961,Entire home/apt,191,2,54,2024-09-29,0.79,1,292,8,IT022006C2WFGMBRNI
34174756,Camere matrimoniali in villa,151385597,Gianni,,Trentino,45.80853,11.00775,Private room,80,1,8,2023-04-06,0.12,4,121,0,IT022001C2LTY8TCJK
34177369,UNI Apart,23859131,Rent Apart Sas Di R.A.,,"Trento, Trentino",46.0667,11.11833,Entire home/apt,273,2,4,2024-09-14,0.06,8,282,1,IT022205B4RGHBSJHY
34193735,"Residenza Picalof, Rosso come il tramonto sul Lago",460850284,Guest Trentino,,Trentino,45.86902,10.87691,Entire home/apt,135,3,23,2024-08-28,0.34,62,263,5,IT022124B4JWJG3MP8
34194720,"Casa Cecilia 
IT0220929C2QX6
KDBSS",247591088,Anna,,Trentino,46.12778,10.75412,Entire home/apt,200,2,28,2024-08-24,0.42,1,332,5,IT022029C2QX6KDBSS
34218251,Appartamento Bena 1 con giardino,258335944,Michele,,Trentino,45.88946,10.85765,Entire home/apt,189,4,8,2024-06-22,0.12,3,222,1,IT022153B4YN8DVJY2
34220312,Appartamento Bena 2 con giardino,258335944,Michele,,Trentino,45.88999,10.85754,Entire home/apt,181,4,13,2021-08-03,0.19,3,222,0,IT022153B4YN8DVJY2
34220780,Appartamento Bena 3 con giardino,258335944,Michele,,Trentino,45.88893,10.85825,Entire home/apt,200,4,14,2024-09-22,0.21,3,195,3,IT022153B4YN8DVJY2
34222799,La casa di Vivì sul Noce,258359953,Viviana,,Trentino,46.34751,10.91521,Entire home/apt,90,3,9,2024-08-04,0.14,1,114,1,IT022110B4H4OLCIXQ
34239083,Garden Inn - Riva del Garda,77258168,Giovanni,,Trentino,45.88465,10.85686,Entire home/apt,200,4,11,2024-09-08,0.65,1,175,7,IT022153C2CX4HFZ8S
34249594,"""Magic View Apartment"" Residence Casa al Sole",258578140,Carla,,Trentino,45.86991,10.87337,Entire home/apt,250,7,2,2024-05-12,0.22,6,234,2,IT022124B4UMAZH6P8
34251501,"Natura&relax, free climbing, trekking, vie ferrate",224684071,Stefano,,Trentino,45.9208,10.8302,Private room,,2,19,2024-08-15,0.28,2,0,2,
34251634,Stanza matrimoniale in villa,151385597,Gianni,,Trentino,45.80887,11.00967,Private room,40,1,20,2022-11-20,0.30,4,86,0,IT022001C2LTY8TCJK
34251653,Casa Monfrè,21054783,Raffaella,,Trentino,46.04534,10.75872,Entire home/apt,50,3,46,2024-10-05,0.68,1,177,9,IT022247C23NX2HHPV
34260472,LUXE VISTA Mountain Chalet Cermis -on the mountain,258684206,Andrea,,Trentino,46.25149,11.50339,Entire home/apt,633,4,21,2024-09-10,0.32,1,185,6,IT022050C266JXT9SP
34264952,Stanza matrimoniale in appartamento signorile,151385597,Gianni,,Trentino,45.80916,11.0084,Private room,40,1,6,2021-09-05,0.14,4,93,0,IT022001C2LTY8TCJK
34278977,Apartment with 2 bedrooms and terrace,7296190,Eleonora,,Trentino,45.87031,10.87538,Entire home/apt,1499,3,12,2024-10-06,0.18,3,175,6,IT022124B4VKBZFHJG
34281018,Appartamento 1 Camera da letto,850435,Sabrina,,Trentino,45.88557,10.8392,Entire home/apt,179,1,3,2024-07-08,0.34,12,146,3,IT022153B4RTQOJ45H
34296577,Sul Cucuzzolo della Montagna,191692977,Carlo,,Trentino,45.94144,11.25142,Entire home/apt,70,15,0,,,2,178,0,
34297728,Apartment LA RONDINE,169310163,La Rondine,,"Trento, Trentino",46.05185,11.1122,Entire home/apt,294,2,20,2024-12-15,0.29,1,116,5,IT022205C2F9532YVV
34327799,Residenza Piazza Laghet A 2 CIPAT 022230-AT-362171,59511532,Francesco,,Trentino,46.34761,11.09232,Entire home/apt,64,2,34,2024-09-09,0.51,2,90,7,IT022230C2P39X4834
34335547,Couples Apartment Panorama | Lungolago Molveno,98180855,Sara,,Trentino,46.13936,10.96098,Entire home/apt,90,4,52,2024-10-14,0.77,3,166,14,IT022120C2UOVTHDE6
34377837,Villa Bettina,249838637,Edo,,Trentino,46.28863,11.03027,Entire home/apt,,2,14,2023-10-07,0.21,1,0,0,IT022242C2GUPAVAU5
34410865,Appartamento Jungle,91868989,Dimore Del Conte,,Trentino,46.01207,11.30114,Entire home/apt,89,2,72,2024-12-30,1.10,2,175,16,IT022104C2FAKTUT8J
34411004,Appartamento Forest,91868989,Dimore Del Conte,,Trentino,46.01078,11.30149,Entire home/apt,89,2,51,2024-12-29,0.78,2,357,12,IT022104C2J5CMP2ZN
34416971,Junior Apartment Panorama | Lungolago Molveno,98180855,Sara,,Trentino,46.14072,10.96082,Entire home/apt,134,4,31,2024-08-24,0.48,3,146,9,IT022120C2OLRAHMJT
34443810,tra lago e boschi lato est CIPAT 022236-AT-053641,260008583,Michele,,Trentino,45.98291954644912,11.23879623413087,Entire home/apt,63,7,8,2024-08-31,0.15,2,109,1,IT022236C2A8OQJ4VN
34454887,Panorama 3 Suite | Family Apartments,79346692,Stefano,,Trentino,45.89185,10.84762,Entire home/apt,137,4,24,2024-08-29,0.35,2,5,5,IT022153C2WULO98BJ
34471070,"2 bedrooms and 3 bathrooms, 4/6 pers. Val di Fassa",11498756,Adriano,,Trentino,46.43485,11.68969,Entire home/apt,,7,1,2020-08-22,0.02,8,1,0,IT022250B4HW6KJNA9
34499686,Graziosa casetta per vacanze tra le montagne,252948448,Giulia,,Trentino,46.12887,11.24472,Entire home/apt,183,2,77,2024-12-16,1.16,1,86,12,IT022009C2ARXOMFU4
34525874,"Casa Vacanze ""Hartriegel"" relax  a Comano Terme",260373951,Italo,,Trentino,46.02168,10.86642,Entire home/apt,271,6,6,2023-08-12,0.09,1,347,0,IT022228C29U3RE2HM
34592425,"Nuovo appartamento ""Mariel Holiday Home""",260986458,Bruna,,Trentino,46.01137,11.29672,Entire home/apt,120,3,21,2024-07-26,0.31,1,86,3,IT022104C2BZL4X3OH
34607729,Camera immersa nella stupenda Valle dei Laghi,261104423,Maurizio,,Trentino,46.05836,10.97828,Hotel room,90,3,13,2021-09-28,0.19,1,179,0,
34608525,Appartamento con 2 camere da letto,850435,Sabrina,,Trentino,45.88807,10.84332,Entire home/apt,194,1,6,2024-10-02,0.10,12,123,4,IT022153B4RTQOJ45H
34608957,Appartamento Superior con due camere,850435,Sabrina,,Trentino,45.88997,10.84208,Entire home/apt,199,1,4,2024-09-23,0.06,12,137,2,IT022153A1DWK7NMYQ
34609339,Appartamento Deluxe Mansarda,850435,Sabrina,,Trentino,45.8897,10.84219,Entire home/apt,301,1,9,2024-07-02,0.13,12,150,4,IT022153A1DWK7NMYQ
34609672,Appartamento Monolocale,850435,Sabrina,,Trentino,45.89007,10.84409,Entire home/apt,159,1,3,2022-10-03,0.04,12,151,0,IT022153A1DWK7NMYQ
34622581,The Antica Canonica 2 rooms Wi-Fi with terrace,170923819,Maurizia,,Trentino,46.10586,11.23715,Entire home/apt,196,2,1,2020-08-27,0.02,6,53,0,IT022009C25T8223O5
34661173,ALICE di SOPRA,196318320,Andalo Vacanze,,Trentino,46.17303,11.00205,Entire home/apt,355,1,7,2022-08-17,0.10,16,139,0,
34695753,Montanara Chalet - Appartamento Lagorai,143006031,Mariavittoria,,Trentino,46.17632,11.06429,Entire home/apt,390,2,32,2024-12-21,0.49,3,72,4,it022081c1e9fbnyk8
34703892,Montanara Chalet - Appartamento Dolomiti,143006031,Mariavittoria,,Trentino,46.17589,11.06259,Entire home/apt,452,2,58,2024-10-19,0.88,3,82,10,it022081c1e9fbnyk8
34732676,ALICE di SOTTO,196318320,Andalo Vacanze,,Trentino,46.17125,11.00211,Entire home/apt,288,1,0,,,16,146,0,
34742714,"Casa Streberi, Appartamento Angela",260189815,Angela,,Trentino,46.46072,11.11849,Entire home/apt,,2,2,2019-08-20,0.03,2,360,0,
34775568,Appartamento con 1 camera da letto,262226650,Claudio,,Trentino,46.13478,11.25764,Hotel room,140,7,0,,,4,361,0,IT022009B4PWMVLO78
34793659,CASA BRENZ,44326709,Alberto,,Trentino,46.18882,10.78753,Entire home/apt,150,2,1,2019-07-14,0.02,3,149,0,
34824434,🌟🌟 Delizioso Appartamento nelle Dolomiti 🌟🌟,40302146,Ludovica,,Trentino,46.07782,10.89963,Entire home/apt,,1,57,2024-12-08,0.86,1,0,14,
34847559,Riva Celeste,262717766,Chiara,,Trentino,45.88982,10.84376,Entire home/apt,160,3,1,2019-09-23,0.02,1,323,0,IT022153C2EU3HYJWK
34855063,Appartamento a Malosco in Val di Non,121082613,Fabrizio,,Trentino,46.43374,11.14364,Entire home/apt,,1,2,2023-06-24,0.07,2,0,0,IT022252C2GTM9K5MF
34858249,Appartamento vacanze,262791206,Michele,,Trentino,46.30264,11.44834,Entire home/apt,108,3,8,2023-01-08,0.12,1,86,0,IT022254C27OLVUS85
34873347,Comfort Double room with balcony and valley view,261124491,Hotel,,Trentino,46.07865,10.9053,Hotel room,75,3,16,2024-11-01,0.24,5,0,5,IT022231A1LOXFTY3J
34931875,Comfort double room with balcony without view,261124491,Hotel,,Trentino,46.07771,10.90405,Hotel room,70,1,7,2024-10-31,0.13,5,0,3,IT022231A1LOXFTY3J
34932167,Modern and cosy apartment in the mountains - 1400m,263227806,Luigi,,Trentino,46.30223,10.81031,Entire home/apt,135,5,40,2024-12-18,0.61,1,295,10,
34962764,"Casa Gardena (in paese)
 Cin IT022222C2HSGJ6Bk6",248617013,Andrea,,Trentino,45.91418,11.03235,Entire home/apt,77,1,271,2024-12-15,4.05,1,161,74,IT022222C2HSGJ6BK6
34968970,MOLVENO BOUTIQUE,63126028,Alessandro,,Trentino,46.14157,10.96588,Entire home/apt,128,5,12,2024-09-07,0.35,5,302,3,IT022120C2LP6MUYX9
34972483,The snowdrop bio-lake front apartment,263489751,Manuela,,Trentino,46.30276,11.60172,Entire home/apt,260,7,35,2024-09-07,0.53,1,302,9,IT022147C2JJZP5HCE
34984252,Terrazza sulle Dolomiti Patrimonio dell' UNESCO,154059492,Manuela,,Trentino,46.168297,11.819795,Entire home/apt,200,2,49,2024-04-01,0.73,1,85,3,
34997505,Casa alle Rose - Tenna - Ospitar,63675935,Francesco,,Trentino,46.0123,11.26741,Entire home/apt,,4,3,2022-06-13,0.06,54,0,0,IT022190C2IDZ78YMB
35006255,"PASSO DEL TONALE - SCI, PASSEGGIATE, MTB, RELAX",119794300,Alessandra,,Trentino,46.26134,10.5876,Entire home/apt,216,5,43,2024-11-03,0.70,1,129,12,IT022213C2KVWFKLY9
35018177,La Casa degli Antenati,263202056,Alice,,Trentino,45.89944839477539,10.72488021850586,Entire home/apt,,3,23,2024-08-24,0.34,1,0,3,022229-AT-050379
35018776,Casa dei Tulipani - Tenna - Ospitar,63675935,Francesco,,Trentino,46.01274,11.26746,Entire home/apt,,3,3,2023-05-25,0.07,54,0,0,IT022190C2SJFWJ5H4
35028191,Adler Apart,23859131,Rent Apart Sas Di R.A.,,"Trento, Trentino",46.0672,11.12239,Entire home/apt,127,3,4,2022-10-23,0.06,8,256,0,IT022205B463V9JLT7
35029324,A short walk from the center and the lake,263678003,Joachim,,Trentino,45.88976,10.84545,Entire home/apt,,3,11,2024-08-31,0.17,5,0,2,
35051931,El Campizòl,264043019,Sara,,Trentino,45.96548,10.9605,Entire home/apt,80,2,7,2024-11-02,0.13,1,22,1,IT022078C2FE8MBP8F
35063288,Bike & Lake View (easy park/in/out) near bus stop,4178163,Andrea,,Trentino,45.87265,10.87405,Entire home/apt,88,2,73,2024-09-29,1.08,5,47,15,IT022124B4BUCU6IFC
35088948,Chalet Montagna 4,69632855,Enrico,,Trentino,46.36278,10.67206,Entire home/apt,309,2,156,2024-12-16,2.32,4,180,33,IT022136C24AFAZR2Q
35102907,Maso ai Piani,189776700,Angelo,,Trentino,46.20036,11.82218,Entire home/apt,95,6,27,2024-09-07,0.41,1,79,5,
35104225,Casa Alla Grotta - Happy.Rentals,174685474,Thomas,,Trentino,45.89347,10.86674,Entire home/apt,138,1,19,2024-09-05,0.29,132,290,3,022006-AT-329567
35112925,Casa Al Molino,264476607,Barbara,,Trentino,45.96935,10.94166,Entire home/apt,,3,35,2024-10-30,0.52,1,0,14,IT022078C2TJE5LWBB
35115454,"Top Floor Duplex Appartment, Carisolo, TN",59551315,Dina,,Trentino,46.168087,10.757428,Entire home/apt,,5,3,2021-07-23,0.05,1,0,0,988453555
35142089,Camera matrimoniale Superior,262226650,Claudio,,Trentino,46.13505,11.25797,Hotel room,120,3,3,2024-01-20,0.05,4,365,1,IT022009B4PWMVLO78
35150235,Camera Calendula in Agriturismo EcoGreen,257335917,Nadia,,Trentino,46.42085,11.68333,Private room,264,2,31,2023-09-26,0.47,7,84,0,IT022250B5NM6F34QL
35201228,2 bedroom beautiful home in Fai della Paganella,159965815,Novasol,,Trentino,46.17124,11.07142,Entire home/apt,9999,1,3,2024-09-25,0.11,1,327,1,IT022081C2GG36OBEV
35211705,Si tocca il paradiso,265127203,Enrico,,Trentino,46.06086,10.70562,Entire home/apt,497,1,66,2024-09-29,0.99,1,285,13,IT022244C2MIT2TU4Y
35211735,Villetta Glicine,265127325,Francesca,,Trentino,45.8197,10.95396,Entire home/apt,278,2,105,2024-12-20,1.59,1,232,26,IT022025C2LU29OIPP
35223414,Casa Matteotti Mezzana Trentino 022114-AT-357386,265210079,Daniela,,Trentino,46.31693,10.80317,Entire home/apt,122,6,32,2024-11-02,0.48,1,257,7,IT022114C2P64J8E2G
35260020,tra lago e boschi lato ovest CIPAT022236-AT-053642,260008583,Michele,,Trentino,45.982979187826295,11.238710403442393,Entire home/apt,51,7,8,2024-07-27,0.12,2,116,1,IT022236C2JFNCVSCR
35279167,"Casa Anna 
cin it022038c2rwoolby7w",246608854,Annamaria,,Trentino,46.19842,11.67314,Entire home/apt,,2,36,2024-10-16,0.54,1,0,6,IT022038C2RWOLBY7W
35280481,Servizio camere e colazione sull'altopiano Tesino,153466522,Roland,,Trentino,46.0679,11.60943,Private room,,2,0,,,8,364,0,IT022142B6NEDBFWVR
35300923,Camera Malva in Agriturismo EcoGreen,257335917,Nadia,,Trentino,46.42119,11.68261,Private room,,2,10,2024-07-13,0.15,7,0,1,IT022250B5NM6F34QL
35308499,Lake & Mountain-Two bedroom flat breathtaking view,39350778,Nicola,,Trentino,45.81733,10.96983,Entire home/apt,137,3,121,2024-10-18,1.81,2,296,37,IT022025C2Q2I4V8XI
35312607,Antico Camino,53533768,Marco,,Trentino,45.89277,10.84857,Entire home/apt,,4,57,2024-10-02,0.86,1,2,10,IT022153C2ZUNNBFU4
35329752,INCANTEVOLE APPARTAMENTO NEL CUORE DELLE DOLOMITI,167326732,Anna,,Trentino,46.38307,11.66524,Entire home/apt,,7,8,2023-08-27,0.12,1,0,0,
35337747,Rose Garden. Casa sulla ciclabile della Valsugana,266031347,Clelia,,Trentino,45.9915,11.6697,Entire home/apt,115,2,43,2024-10-01,0.66,1,284,12,IT022095C2TK66FANY
35340684,B&B San Valentino - Stanza 1,238556143,Gloria,,Trentino,46.15765,11.14012,Hotel room,36,4,34,2024-10-06,0.50,2,92,2,IT022092B4L3VMVDAT
35346415,"Villa Silvestre Baselga di Pinè ""Su alt""",266105838,Margherita,,Trentino,46.13276672363281,11.249237060546875,Entire home/apt,160,3,9,2024-10-04,0.32,3,195,4,IT022009C2Q87UUVH8
35359905,Dro 360° apartments - Olive,121299881,Karen,,Trentino,45.962864,10.914614,Entire home/apt,94,2,173,2024-12-29,2.55,2,256,30,IT022079C2E6AI8L66
35360258,Appartamento panoramico a Malosco in Val di non,121082613,Fabrizio,,Trentino,46.43374,11.14364,Entire home/apt,,1,23,2024-07-28,0.35,2,6,4,IT022252C2ZX8HWR2K
35363129,Dro 360° apartments - Mountain,121299881,Karen,,Trentino,45.96277,10.91455,Entire home/apt,123,2,176,2024-12-30,2.60,2,256,40,IT022079C29IGZGEIJ
35366204,Appartamento in montagna,266245671,Marco,,Trentino,46.14786,11.73597,Entire home/apt,100,6,3,2024-07-16,0.18,1,213,1,
35373808,Apartment in Villa JS,270457422,Jamila,,"Trento, Trentino",46.0799,11.04565,Entire home/apt,117,1,116,2024-12-29,1.71,1,176,29,IT022205C1ZR7C2YQA
35399120,Villa Nini,7737133,Michela,,Trentino,45.867408752441406,10.743879318237305,Entire home/apt,,3,1,2024-01-02,0.08,16,3,1,IT022229C2UFR67L27
35415474,"Appartamento Erika, Casa Streberi",260189815,Angela,,Trentino,46.46046,11.11903,Entire home/apt,,2,7,2024-01-07,0.11,2,360,1,
35461846,B&B San Valentino - Stanza 2,238556143,Gloria,,Trentino,46.1587,11.14129,Hotel room,40,5,14,2023-10-14,0.21,2,99,0,IT022092B4L3VMVDAT
35472102,Restor Natura Malga Mondent,40979371,Matteo,,Trentino,46.39085,10.89493,Private room,429,1,12,2024-11-21,0.18,4,84,2,
35472157,"Chalet Altinate, Tenna",665263463,Franco,,Trentino,46.01488,11.26222,Entire home/apt,473,5,8,2024-08-08,0.18,1,164,2,IT022190C1ZMAKV27L
35477022,FEVRI MINI 022247-AT-395129,155542473,Walter,,Trentino,46.22685,10.82919,Entire home/apt,63,1,0,,,61,300,0,
35479826,"Unique, Overlooking Lake Garda",66449626,Oriana,,Trentino,45.86336,10.87763,Entire home/apt,160,5,28,2024-09-21,0.42,1,135,4,IT022124C2M92KVYFZ
35483520,Elegance Suite Isabella - Happy.Rentals,174685474,Thomas,,Trentino,45.8862,10.84974,Entire home/apt,126,1,22,2024-09-08,0.33,132,0,2,022153-AT-359393
35490471,Camera Menta in Agriturismo EcoGreen,257335917,Nadia,,Trentino,46.42094,11.68361,Private room,252,2,44,2024-10-10,0.67,7,85,8,IT022250B5NM6F34QL
35542012,Chalet Montagna 5,267404208,Nadia,,Trentino,46.36186,10.67148,Entire home/apt,160,2,82,2024-12-15,1.23,1,351,12,IT022136C2DBBNKCS4
35560231,Residence Christina Due Laghi - Happy.Rentals,174685474,Thomas,,Trentino,45.919312,10.848393,Entire home/apt,92,1,15,2024-05-25,0.27,132,223,1,IT022191C26AG738LC
